index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,hint.MoralDesert,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,treatment,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,hint,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,
1.0,2.0,2.0,2.0,False,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,False,False,180.0,12.0,45.0,4.0,0.0,0.0,4.0,-0.0,90.0,2.0,1.0,180.0,45.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,3.0,{'name': 'SITREP' 'params': {}},0.48566700352586206,0.0,0.0,0.0,-1.0,-1.2819751242557092e-16,-1.0,-1.0,-1.0,-1.0,-1.2819751242557092e-16,-1.0,-2.3551386880256624e-16,-1.0,-1.0,-7.850462293418876e-17,-1.0,-1.0,None,-7.850462293418876e-17,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7097806919040929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7.23776861244768e-17,-1.0,-1.0,-1.0,-9450.0,-1.0,-1.0,-1.0,None,-1.0,-1.0,-1.0,None,-1.0,-1.0,None,-1.0,-7.465286142106191,None,-1.0,-1.0,-0.16961494418259024,-0.5561184531760365,-1.0,None,None,-1.0,-0.47600610594379145,-1.0,-1.0,-1.0,None,-1.0,-1.0,-1.0,-1.5888218580782547e-15,-1.0,-1.0,-9.064933036736789e-17,-1.0,-1.0,-0.610964637310027,-1.0,-1.0,None,None,-81.5,None,None,-1.0,None,-1.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
2.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.0,0.0,0.0,0.0,0.0,7.881200736325335e-18,0.0,1.0,0.0,0.0,1.2250406654434187e-17,0.0,3.8996593360829884e-17,0.0,0.0,6.74081648712025e-18,0.0,0.0,None,5.24531075531447e-18,UNRESPONSIVE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077786484000001,0.0,0.0,0.12400059432111528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083468884811395e-18,0.0,0.0,0.0,40.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,9.66603181730909,intend minor harm,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,0.0,None,Pain Medications,0.0,0.5407521542977807,0.0,1.0,0.0,somewhat indirect,0.0,0.0,0.0,7.619363402058507e-16,0.0,0.0,1.2848334892853078e-17,0.0,0.0,0.03343,0.0,0.0,None,{'MoralDesert': 0.0},2.0,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
3.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'location': 'unspecified' 'treatment': 'Pain Medications'}},1.0,0.0,0.0,0.0,0.0,7.666459966711702e-18,0.0,1.0,0.0,0.0,1.5903834319114194e-17,0.0,2.801877893299128e-17,0.0,0.0,7.914435405753657e-18,1.0,0.0,None,4.940141223176741e-18,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077786484000001,0.0,0.0,0.12400059432111528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.973850249848713e-18,0.0,0.0,0.0,40.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,9.66603181730909,no intent,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,0.0,None,Pain Medications,0.0,0.5407521542977807,0.0,0.0,0.0,none,0.0,0.0,0.0,5.430936390236119e-16,0.0,0.0,1.3412660692067563e-17,0.0,0.0,0.03343,0.0,0.0,None,{'MoralDesert': 1.0},2.0,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
4.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.0,0.0,0.0,0.0,0.0,8.435188903297081e-18,0.0,1.0,0.0,0.0,1.715340482409137e-17,0.0,2.6885277606295144e-17,0.0,0.0,7.52256955347929e-18,0.0,0.0,None,5.19774155527495e-18,None,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077786484000001,0.0,0.0,0.12400059432111527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909488050814579e-18,0.0,0.0,0.0,40.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,9.66603181730909,intend minor harm,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,0.0,None,Pain Medications,0.0,0.5407521542977807,0.0,0.0,0.0,somewhat indirect,0.0,0.0,0.0,4.681111291435602e-16,0.0,0.0,1.2343037282864693e-17,0.0,0.0,0.03343,0.0,0.0,None,{'MoralDesert': 0.0},2.0,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
5.0,1.0,1.0,1.0,False,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,True,True,180.0,12.0,45.0,4.0,0.0,0.0,4.0,-0.0,90.0,2.0,1.0,180.0,45.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,3.0,{'name': 'SITREP' 'params': {'casualty': 'Patient A'}},0.4777940448875,0.0,0.0,0.0,0.0,7.577990975177646e-18,0.0,0.0,0.0,0.0,1.449948622536408e-17,0.0,3.080183883152066e-17,0.0,0.0,8.311865748417755e-18,-1.0,0.0,None,4.649244937048624e-18,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07077786484000001,0.0,0.0,0.12400059432111527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.074057879270929e-18,0.0,0.0,0.0,90.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,9.66603181730909,intend minor harm,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,0.0,None,None,0.0,0.5407521542977807,0.0,0.0,0.0,somewhat indirect,0.0,0.0,0.0,5.313158305272755e-16,0.0,0.0,1.335094173933677e-17,0.0,0.0,0.03343,0.0,0.0,None,None,2.0,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
6.0,1.0,1.0,1.0,False,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,180.0,12.0,45.0,4.0,0.0,0.0,4.0,-0.0,90.0,2.0,1.0,180.0,45.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,2.0,{'name': 'CHECK_ALL_VITALS' 'params': {'casualty': 'Patient B'}},0.5074033298328268,0.0,0.0,0.0,0.0,7.893556764634997e-18,0.0,0.0,1.0,0.0,1.527961757971275e-17,0.0,3.294796324201836e-17,0.0,1.0,8.093826715115621e-18,-1.0,0.0,None,4.9678109158087165e-18,None,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07077786484000001,0.0,0.0,0.12400059432111528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.888150794136676e-18,0.0,0.0,0.0,90.0,0.0,0.0,0.0,neutral,0.0,1.0,0.0,False,1.0,0.0,None,0.0,9.66603181730909,no intent,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,1.0,None,None,1.0,0.5407521542977807,1.0,0.0,0.0,none,1.0,0.0,1.0,5.936916423216515e-16,0.0,0.0,1.3296682598202218e-17,0.0,0.0,0.03343,0.0,1.0,None,None,2.0,False,None,1.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
7.0,1.0,1.0,1.0,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient B' 'category': 'IMMEDIATE'}},0.48197008025547444,0.0,0.0,0.0,1.0,5.364448996648701e-18,1.0,1.0,1.0,1.0,4.56059766678041e-17,1.0,9.726148991389889e-17,1.0,1.0,0.0,-1.0,1.0,True,4.8543093555686654e-17,UNRESPONSIVE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9372284562482901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.247461361114475e-18,1.0,1.0,1.0,60.0,1.0,1.0,1.0,neutral,1.0,1.0,1.0,False,1.0,1.0,None,1.0,6.36803050961387,no intent,1.0,0.49973549625126196,0.014570025456358006,0.03257669267287358,1.0,NORMAL,None,1.0,0.33835005180736727,1.0,1.0,1.0,none,1.0,1.0,1.0,3.923579134609788e-16,1.0,1.0,2.0895485188452184e-17,1.0,1.0,0.2815654080356997,1.0,1.0,UNRESPONSIVE,None,2.0,True,None,1.0,FAST,1.0,IMMEDIATE,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
8.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,102.08333333333333,11.0,40.833333333333336,2.0,0.0,0.0,2.4999999999999996,1.0,81.66666666666667,2.0,0.23333333333333334,125.0,50.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Pressure bandage' 'location': 'left stomach'}},1.0,0.0,0.0,0.0,0.0,5.328950100442428e-18,0.0,0.0,0.0,0.0,5.133943988215076e-17,0.0,1.047756425382667e-16,0.0,0.0,0.0,1.0,0.0,True,4.989296737685389e-17,UNRESPONSIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9372284562482901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.392514063966334e-18,0.0,0.0,0.0,20.416666666666668,0.0,0.0,0.0,neutral,0.0,0.0,0.0,True,0.0,0.0,None,0.0,6.36803050961387,no intent,0.0,0.49973549625126196,0.014570025456358006,0.03257669267287358,0.0,NORMAL,Pressure bandage,0.0,0.33835005180736727,0.0,0.0,0.0,none,0.0,0.0,0.0,3.7271826028295725e-16,0.0,0.0,1.5108221727894648e-17,0.0,0.0,0.2815654080356997,0.0,0.0,UNRESPONSIVE,{'MoralDesert': 1.0},0.5,True,None,0.0,FAST,0.0,None,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,30.0,106.25,Damage Per Second 2.0,0.0,0.2,Damage Per Second 2.0,0.5666666666666667,75.0,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
9.0,1.0,1.0,1.0,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,180.0,12.0,45.0,4.0,0.0,0.0,4.0,-0.0,90.0,2.0,1.0,180.0,45.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,2.0,{'name': 'CHECK_ALL_VITALS' 'params': {'casualty': 'Patient A'}},0.5338183068321782,0.0,0.0,0.0,0.0,6.779038138183245e-18,0.0,0.0,1.0,0.0,1.4071548621917232e-17,0.0,3.332500621483718e-17,0.0,1.0,7.418356827146222e-18,-1.0,0.0,None,4.955842405107829e-18,None,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07077786484000001,0.0,0.0,0.12400059432111528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4370053747439412e-18,0.0,0.0,0.0,90.0,0.0,0.0,0.0,neutral,0.0,1.0,0.0,False,1.0,0.0,None,0.0,9.66603181730909,intend minor harm,0.0,0.1196823489555658,0.02577303244000003,0.06876893242,1.0,None,None,1.0,0.5407521542977807,1.0,0.0,0.0,somewhat indirect,1.0,0.0,1.0,5.978366529355681e-16,0.0,0.0,1.4301396658063236e-17,0.0,0.0,0.03343,0.0,1.0,None,None,2.0,False,None,1.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
10.0,1.0,1.0,1.0,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient A' 'category': 'EXPECTANT'}},0.4990379675,0.0,0.0,0.0,1.0,5.9381980095087305e-18,1.0,1.0,1.0,1.0,2.2891085798266952e-17,1.0,5.516142884247986e-17,1.0,1.0,0.0,-1.0,1.0,True,4.812822642197467e-17,UNRESPONSIVE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375481425621395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9022059307720825e-18,1.0,1.0,1.0,60.0,1.0,1.0,1.0,neutral,1.0,1.0,1.0,False,1.0,1.0,None,1.0,6.391395040722339,intend minor harm,1.0,0.5015233396916929,0.014612169348323814,0.03837750603590687,1.0,NORMAL,None,1.0,0.33710195035362545,1.0,1.0,1.0,somewhat indirect,1.0,1.0,1.0,2.795065403038224e-16,1.0,1.0,6.970599590775344e-17,1.0,1.0,0.28151454965042744,1.0,1.0,UNRESPONSIVE,None,2.0,True,None,1.0,FAST,1.0,EXPECTANT,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
