Ground Truth, TAD
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
