Ground Truth, TAD
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
120, 120
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
200, 200
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
80, 80
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
75, 75
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
20, 20
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
100, 100
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
1000, 1000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
6000, 6000
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
30, 30
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
600, 1600
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
40, 80
40, 80
40, 80
40, 80
40, 80
